Question,Pearson,diff_avg,diff_std,relative_diff_avg,relative_diff_std,abs_diff_avg,abs_diff_std,abs_relative_diff_avg,pred_05,pred_25,pred_50,Question Text,question_type,motivation_type,ind_pred_25,pred_25_lift
Q79,0.6848211820520479,0.15555555555555556,1.2960702063537992,0.03934984768318102,0.17181349434499335,0.9111111111111111,0.9249624617007741,0.1319783528305796,0.3829787234042553,0.8085106382978723,0.9148936170212766,I learn from my contributions,Person in Project,Learning,0.6620838985703851,0.22116039982796956
Q98,0.6652035067287435,0.425531914893617,2.338195893633118,0.15801633354824843,0.5925667513103149,1.702127659574468,1.6407168848988634,0.5015149217321341,0.2765957446808511,0.6382978723404256,0.7446808510638298,I contribute to open source in order to become a better programmer,Person,,0.3178821393246954,1.0079702297726356
Q1,0.651122327655642,0.2978723404255319,1.9214452623981326,0.20837554880108072,0.7122332640906381,1.3191489361702127,1.4158479250615221,0.5960186909392822,0.2978723404255319,0.5106382978723404,0.7021276595744681,Productivity is more important to me than quality,Person,,0.2189730238805624,1.3319689741822498
Q95.1,0.6228505863302166,0.45454545454545453,1.804350802416708,0.4639577594123049,1.3649260398403844,1.0,1.5612494995995996,1.301004071037806,0.3617021276595745,0.3617021276595745,0.425531914893617,"In the past year, members of my GitHub community put me down or were condescending to me. If you are the only developer in the project, please skip.",Person in Project,Hostility,0.4437577874688501,-0.1849109179070701
Q94,0.6217140590383922,-0.19148936170212766,2.12273713656951,0.04807957999447361,0.42206801789723675,1.5106382978723405,1.487225903508477,0.33902248403355756,0.2978723404255319,0.6595744680851063,0.7872340425531915,I write detailed commit messages,Person,,0.3644416537215861,0.8098218503557387
Q90,0.6166767427173198,0.0,1.4744195615489712,0.01920727027110005,0.2100227868292734,0.9787234042553191,1.0932472909744355,0.1727398152768904,0.425531914893617,0.8723404255319149,0.9787234042553191,I want my code to be beautiful,Person,,0.6356946656108688,0.37226324637102637
Q76,0.6158528258193173,-0.7333333333333333,1.5959719411009734,-0.07983405483405483,0.1840317755816847,1.1333333333333333,1.332183412176477,0.1519897202829164,0.2127659574468085,0.5319148936170213,0.6170212765957447,"The community is very professional. If you are the only developer in the project, please skip.",Project,Community,0.5015958456256577,0.06044517365080156
Q70,0.5803937189409634,-0.13043478260869565,1.5435701136171862,0.019610703306355476,0.2666984265626441,1.0869565217391304,1.0919114118832929,0.21992169312868398,0.3617021276595745,0.7872340425531915,0.9361702127659575,My work on the repository is creative,Person in Project,Enjoyment,0.5155670010882366,0.5269286841313191
Q72,0.5782186796774813,-0.32608695652173914,1.4614201285977046,-0.024418878223226047,0.16137073216161835,1.108695652173913,0.9939430090875481,0.10850120864857653,0.3404255319148936,0.8085106382978723,0.9787234042553191,I derive satisfaction from working on this repository,Person in Project,Enjoyment,0.649326923076923,0.24515187891276072
Q98.1,0.5750350760653994,-0.1935483870967742,1.7780017780026671,0.05615603034957874,0.5728711358325205,1.2258064516129032,1.2834764617853298,0.5287292401792991,0.2127659574468085,0.5319148936170213,0.6382978723404256,"In the past year, members of my GitHub community expressed interest in my contributions. If you are the only developer in the project, please skip.",Person in Project,Recognition,0.4973881537676834,0.06941608799445666
Q89,0.5739974808605419,0.3404255319148936,2.088025859250591,0.1339013232630254,0.5104412997847916,1.4042553191489362,1.56954125765523,0.46027770335145746,0.3617021276595745,0.7872340425531915,0.8723404255319149,I am satisfied with my performance in software development,Person,,0.4906110444224006,0.6045991045309772
Q71,0.5712488717829475,-0.30434782608695654,2.4117265849952703,0.02338838697534349,0.38349497399412363,1.608695652173913,1.8071249218279817,0.3050025842823672,0.2978723404255319,0.7446808510638298,0.8085106382978723,I contribute to open source due to ideology,Person,Ideology,0.3749218551143232,0.9862295059773394
Q82,0.566044687190014,-0.3111111111111111,1.9166996044600662,0.0030623697290363986,0.37427857602959047,1.288888888888889,1.4400476984243868,0.3223155451492216,0.40425531914893614,0.7021276595744681,0.8723404255319149,Code quality in the repository improved since a year ago,Project,,0.513643952833142,0.36695400715163345
Q68,0.5562937762380632,0.16129032258064516,2.491275097796955,0.42348135735232506,1.5117668842887781,1.7096774193548387,1.79245731491895,1.3771251843178705,0.2127659574468085,0.2553191489361702,0.425531914893617,"We have many heated arguments in the community. If you are the only developer in the project, please skip.",Project,Hostility,0.2320503309582549,0.10027487520412667
Q73,0.5393285338187485,-0.15217391304347827,1.8374788440728942,0.015074659639877032,0.2723352672864939,1.2826086956521738,1.310861353432431,0.21287569706597548,0.3404255319148936,0.7446808510638298,0.8936170212765957,The repository is important,Project,Importance,0.5403291420118342,0.37819857039567156
Q84,0.5365822131724487,-0.3617021276595745,2.140962115243616,0.016176199686837978,0.36490815927810005,1.6808510638297873,1.3530381751535157,0.25981791837598384,0.2127659574468085,0.5531914893617021,0.851063829787234,I regularly reach a high level of productivity,Person,,0.4445699069049093,0.244329588597247
Q86,0.5156687916685149,-0.6521739130434783,2.359071298478354,-0.033401562205910035,0.42254400144074633,1.826086956521739,1.6097528840868982,0.3194961320273678,0.2127659574468085,0.5957446808510638,0.7659574468085106,I regularly have a high level of motivation to contribute to the repository,Person in Project,Motivation,0.4599663648412353,0.29519183659590964
Q78,0.5125347801401388,-0.6739130434782609,2.4590363769943795,-0.03839481774264384,0.4690698598827752,1.108695652173913,2.292289111779026,0.44086642110248464,0.7021276595744681,0.8085106382978723,0.8723404255319149,I am a core member of the repository,Person in Project,Ownership,0.6530202292750555,0.23810963589203507
Q71.1,0.5073373015627733,0.021739130434782608,2.038399485814328,0.07956976598280947,0.392802380371261,1.4565217391304348,1.4095944529328746,0.3249788322042181,0.3191489361702128,0.7021276595744681,0.8297872340425532,Working on this repository is challenging,Project,Challenge,0.5706183194968742,0.23046813532651442
Q77,0.5044855155270895,-0.17391304347826086,2.100839491738555,0.025156847982934938,0.3887646506856684,1.4782608695652173,1.4868180854844588,0.32500706333647156,0.3191489361702128,0.7659574468085106,0.851063829787234,I get recognition due to my contribution to the repository,Person in Project,Recognition,0.4265368667748332,0.7957590690814914
Q84.1,0.5043669724257355,-0.8888888888888888,2.3279157886813513,-0.10065416065416066,0.4314100461354199,1.8222222222222222,1.6826506266343977,0.3101638637727567,0.2765957446808511,0.44680851063829785,0.6595744680851063,My personal motivation in this repository has increased since a year ago,Person in Project,,0.3485154114431144,0.2820337235250991
Q69,0.4962071453228456,0.4838709677419355,2.378668643617482,0.4242831541218638,1.2325105630107576,1.1935483870967742,2.1042711301653387,1.1767004312138232,0.40425531914893614,0.40425531914893614,0.425531914893617,"I wish that certain developers in the repository will leave. If you are the only developer in the project, please skip.",Person in Project,Hostility,0.4007029478458049,0.008865348563640301
Q97,0.4774251921636786,-0.0425531914893617,1.7315166361428913,0.034755610819440605,0.33764015725032503,1.2340425531914894,1.2016793675925734,0.29683578866192795,0.2978723404255319,0.851063829787234,0.9574468085106383,I enjoy trying to solve complex problems,Person,Enjoyment,0.7491864582741455,0.1359840002284306
Q88,0.4731540905757861,0.46808510638297873,1.6530743930994707,0.10524162598630685,0.3482178120067227,1.1914893617021276,1.2271971931891479,0.31364319439377863,0.3617021276595745,0.7659574468085106,0.9148936170212766,My code is of high quality,Person,,0.5770979244159588,0.3272573239345535
Q99,0.4618311085481559,-0.44680851063829785,2.2727928676094593,0.0074560191581468285,0.4204474781592156,1.5957446808510638,1.663672920248724,0.3509702691647768,0.3617021276595745,0.6595744680851063,0.8723404255319149,I improved as a programmer since a year ago,Person,,0.6687482898880293,-0.013717899457296444
Q92,0.4350613557040769,-0.14893617021276595,1.5600825424686506,0.005966964477602781,0.2270648334658298,1.0425531914893618,1.160162035319254,0.18977724103807372,0.3829787234042553,0.9148936170212766,0.9787234042553191,It is important for me to program well,Person,,0.8035906792008809,0.13850700450020062
Q67,0.4323350462913839,-0.6086956521739131,3.241935367575398,0.04232150699542004,0.6161665103017684,2.347826086956522,2.29218373613313,0.492775766756487,0.2978723404255319,0.5106382978723404,0.7446808510638298,I’m interested in the repository for my own needs,Person in Project,Self-use,0.425492095888241,0.20011230010360462
Q85,0.4268626924724771,0.2127659574468085,2.125785483602278,0.11514537471984282,0.567952849891872,1.446808510638298,1.557708889450728,0.5176232943794956,0.3191489361702128,0.723404255319149,0.8723404255319149,I am a relatively productive programmer,Person,,0.5415313171430745,0.3358493450306274
Q97.1,0.4230516627590868,0.0,2.27429413073671,0.2691979316979317,1.4842170503352285,1.3333333333333333,1.8257418583505536,1.4496267861169478,0.2553191489361702,0.48936170212765956,0.5531914893617021,"In the past year, members of my GitHub community asked questions that show their understanding of my contributions. If you are the only developer in the project, please skip.",Person in Project,Recognition,0.4373266457100592,0.1189844180043372
Q83.1,0.41887775003150146,-0.25,2.2718473369882592,0.14723236832611833,0.9942679462125003,1.5625,1.6448845434529205,0.9181815182061466,0.2765957446808511,0.3617021276595745,0.5319148936170213,"The repository’s community of developers is more motivated than that of other repositories. If you are the only developer in the project, please skip.",Project,Community,0.3790351702867022,-0.04572937813136704
Q95,0.4156861099061703,0.40425531914893614,3.2681571357310513,0.5867474133431579,1.9186423026726502,2.4468085106382977,2.1750413353223377,1.7869312545821971,0.2127659574468085,0.40425531914893614,0.6170212765957447,I contribute to open source in order to have an online portfolio,Person,Recognition,0.2572758378024218,0.5712914302484521
Q75,0.4111644143276068,-0.06451612903225806,2.3228643793237658,0.06657240608853511,0.5033141017098549,1.6774193548387097,1.57875682683546,0.415287674698827,0.1702127659574468,0.425531914893617,0.5531914893617021,"Belonging to the  community is motivating my work on the repository. If you are the only developer in the project, please skip.",Person in Project,Community,0.3818590514053255,0.11436906714025963
Q74,0.4015973649445951,-0.2608695652173913,1.665796874487745,-0.015863604994039774,0.2087893256841586,1.0,1.3498971154211057,0.17390149227020094,0.48936170212765956,0.851063829787234,0.9148936170212766,"When I look at what we accomplish, I feel a sense of pride",Person in Project,,0.6523613018118963,0.3045896919750647
Q96,0.32849293609544405,-0.46808510638297873,2.5947360075971475,0.003969789076172057,0.4314055130911372,2.0,1.6939791077198396,0.3162391950730438,0.23404255319148937,0.5106382978723404,0.8297872340425532,I try to write high quality code because others will see it,Person,Recognition,0.4128272950083719,0.2369295927053102
Q83,0.31711569081608554,0.15217391304347827,2.973717398994418,0.14874129493694713,0.6254123651978407,2.108695652173913,2.0787631030608904,0.5227259238358859,0.2765957446808511,0.5319148936170213,0.7659574468085106,"My motivation has more influence on my productivity, than my skill",Person,,0.493515174530349,0.07780858840503772
